day,year,mo,da,crime_date,temp,dewp,slp,visib,mxpsd,gust,max,min,prcp,sndp,fog,total_num_of_crimes
6,2019,10,05,2019-10-05,56.0,46.0,1021.5,9.6,13.0,21.0,64.9,48.9,0.0,999.9,0,41
7,2019,10,06,2019-10-06,60.3,47.3,1016.6,10.0,15.0,20.0,69.1,51.1,0.28,999.9,0,36
1,2019,10,07,2019-10-07,60.1,43.3,1021.0,10.0,12.0,20.0,71.1,48.0,0.0,999.9,0,28
2,2019,10,08,2019-10-08,59.8,43.0,1022.5,10.0,8.0,999.9,71.1,48.0,0.0,999.9,0,22
3,2019,10,09,2019-10-09,61.7,45.0,1020.4,10.0,12.0,15.9,72.0,53.1,0.0,999.9,0,25
4,2019,10,10,2019-10-10,62.9,52.5,1017.4,9.9,13.0,20.0,71.1,54.0,0.0,999.9,0,23
5,2019,10,11,2019-10-11,60.0,54.8,1012.0,8.9,17.1,27.0,71.1,43.0,0.11,999.9,0,30
6,2019,10,12,2019-10-12,44.2,26.8,1015.9,10.0,21.0,33.0,55.0,37.0,0.45,999.9,0,43
7,2019,10,13,2019-10-13,48.1,32.4,1010.8,10.0,20.0,28.9,55.9,37.9,0.0,999.9,0,23
1,2019,10,14,2019-10-14,46.5,31.6,1017.2,10.0,14.0,21.0,55.0,39.0,0.0,999.9,0,29
2,2019,10,15,2019-10-15,52.3,41.4,1013.8,9.6,17.1,25.1,66.0,42.1,0.0,999.9,0,38
3,2019,10,16,2019-10-16,49.5,36.7,1011.5,10.0,21.0,29.9,62.1,46.0,0.01,999.9,0,25
4,2019,10,17,2019-10-17,47.0,36.4,1016.9,10.0,8.9,999.9,55.9,41.0,0.0,999.9,0,25
5,2019,10,18,2019-10-18,49.2,38.7,1017.4,10.0,11.1,20.0,60.1,39.0,0.0,999.9,0,32
6,2019,10,19,2019-10-19,56.3,40.2,1010.5,10.0,12.0,22.0,70.0,46.0,0.0,999.9,0,26
7,2019,10,20,2019-10-20,56.7,48.1,1010.4,9.8,9.9,999.9,66.0,51.1,0.0,999.9,0,25
1,2019,10,21,2019-10-21,58.3,51.6,1004.3,7.2,24.1,39.0,68.0,50.0,0.0,999.9,1,21
2,2019,10,22,2019-10-22,50.8,39.1,1001.9,9.9,22.0,34.0,60.1,46.9,0.08,999.9,0,27
3,2019,10,23,2019-10-23,49.2,34.1,1012.2,10.0,12.0,21.0,60.1,39.9,0.05,999.9,0,35
4,2019,10,24,2019-10-24,48.6,39.3,1021.9,10.0,13.0,22.9,57.9,42.1,0.01,999.9,0,23
5,2019,10,25,2019-10-25,46.9,35.6,1027.2,10.0,7.0,999.9,50.0,44.1,0.0,999.9,0,33
6,2019,10,26,2019-10-26,44.9,39.9,1017.3,8.0,18.1,25.1,48.9,39.0,0.0,999.9,0,29
7,2019,10,27,2019-10-27,50.3,43.0,1007.6,7.4,20.0,28.0,59.0,44.1,2.29,999.9,0,28
1,2019,10,28,2019-10-28,48.8,42.3,1016.8,9.9,7.0,999.9,55.9,42.1,0.03,999.9,0,27
2,2019,10,29,2019-10-29,42.3,38.0,1021.1,6.3,17.1,26.0,48.0,37.0,0.11,999.9,0,26
3,2019,10,30,2019-10-30,38.5,34.0,1023.8,5.9,14.0,24.1,42.8,33.1,0.51,1.2,0,21
4,2019,10,31,2019-10-31,36.0,33.8,1010.4,2.0,19.0,28.9,42.8,32.0,0.49,2.0,1,23
5,2019,11,01,2019-11-01,33.1,24.3,1022.8,9.4,13.0,25.1,46.0,25.0,0.02,2.0,0,29
6,2019,11,02,2019-11-02,39.5,31.5,1020.7,8.5,17.1,25.1,45.0,36.0,0.0,999.9,0,36
7,2019,11,03,2019-11-03,40.4,28.5,1020.3,10.0,15.0,25.1,54.0,30.9,0.0,999.9,0,34
1,2019,11,04,2019-11-04,48.6,34.8,1014.2,10.0,13.0,22.9,54.0,44.1,0.0,999.9,0,22
2,2019,11,05,2019-11-05,39.1,25.3,1023.6,10.0,15.9,25.1,46.9,33.1,0.0,999.9,0,44
3,2019,11,06,2019-11-06,40.9,25.3,1026.5,10.0,19.0,28.0,57.9,30.9,0.0,999.9,0,34
4,2019,11,07,2019-11-07,30.2,17.8,1030.9,8.8,15.9,22.9,39.2,25.0,0.0,999.9,0,21
5,2019,11,08,2019-11-08,24.6,8.0,1032.9,10.0,13.0,19.0,33.1,17.1,0.0,999.9,0,31
6,2019,11,09,2019-11-09,34.8,17.6,1019.3,10.0,15.0,22.9,48.0,28.0,0.0,999.9,0,24
7,2019,11,10,2019-11-10,42.1,31.7,1015.3,10.0,9.9,999.9,45.0,37.9,0.0,999.9,0,22
1,2019,11,11,2019-11-11,30.5,25.7,1022.2,5.4,21.0,28.0,41.0,21.2,0.13,2.0,1,21
2,2019,11,12,2019-11-12,14.9,1.7,1032.8,10.0,17.1,29.9,23.0,9.0,0.02,2.0,0,25
3,2019,11,13,2019-11-13,17.3,3.8,1026.7,10.0,17.1,28.0,26.1,12.0,0.0,2.0,0,26
4,2019,11,14,2019-11-14,28.4,20.3,1023.0,9.2,11.1,17.1,33.1,25.0,0.0,2.0,0,30
5,2019,11,15,2019-11-15,28.5,20.4,1028.6,9.2,12.0,999.9,37.9,21.9,0.0,1.2,0,34
6,2019,11,16,2019-11-16,34.7,27.3,1029.9,9.4,11.1,999.9,42.1,28.9,0.0,1.2,0,29
7,2019,11,17,2019-11-17,34.2,26.6,1019.6,10.0,9.9,22.0,42.1,28.9,0.0,999.9,0,27
1,2019,11,18,2019-11-18,37.9,33.7,1010.2,5.9,8.0,999.9,42.1,36.0,0.0,999.9,0,31
2,2019,11,19,2019-11-19,38.3,32.9,1009.1,7.4,8.9,999.9,41.0,36.0,0.0,999.9,0,30
3,2019,11,20,2019-11-20,42.5,37.6,1020.1,5.2,8.9,999.9,48.9,39.0,0.03,999.9,0,28
4,2019,11,21,2019-11-21,47.8,42.0,1012.6,8.6,25.1,38.1,55.9,42.1,0.18,999.9,0,35
5,2019,11,22,2019-11-22,37.2,27.1,1021.1,10.0,15.9,22.9,46.9,32.0,0.31,999.9,0,22
6,2019,11,23,2019-11-23,32.4,25.7,1014.3,10.0,9.9,999.9,41.0,27.0,0.0,999.9,0,24
7,2019,11,24,2019-11-24,39.4,30.8,1006.0,10.0,11.1,18.1,50.0,33.1,0.0,999.9,0,38
1,2019,11,25,2019-11-25,45.5,36.8,1003.1,10.0,12.0,18.1,55.0,37.9,0.0,999.9,0,26
2,2019,11,26,2019-11-26,42.1,35.2,1008.4,9.3,11.1,19.0,50.0,33.1,0.0,999.9,0,28
3,2019,11,27,2019-11-27,45.8,39.6,1000.7,7.7,33.0,48.0,57.0,37.0,0.49,999.9,0,28
4,2019,11,28,2019-11-28,35.2,25.1,1029.7,10.0,17.1,29.9,39.0,32.0,0.14,999.9,0,18
5,2019,11,29,2019-11-29,37.2,33.8,1028.7,7.9,8.0,999.9,39.9,35.1,0.01,999.9,0,31
6,2019,11,30,2019-11-30,38.5,34.5,1014.7,6.5,18.1,28.0,41.0,36.0,0.02,999.9,0,23
7,2019,12,01,2019-12-01,40.5,37.7,996.1,6.5,15.9,22.0,43.0,37.0,0.16,999.9,0,36
1,2019,12,02,2019-12-02,33.3,26.8,1013.5,9.6,15.9,22.9,37.9,30.9,0.06,999.9,0,26
2,2019,12,03,2019-12-03,33.5,26.3,1011.2,9.7,15.9,24.1,39.9,30.0,0.0,999.9,0,24
3,2019,12,04,2019-12-04,37.6,28.4,1005.2,10.0,19.0,28.9,44.1,32.0,0.0,999.9,0,36
4,2019,12,05,2019-12-05,36.8,28.0,1015.7,10.0,9.9,17.1,46.0,28.0,0.0,999.9,0,24
5,2019,12,06,2019-12-06,39.2,29.3,1020.8,10.0,17.1,25.1,45.0,32.0,0.0,999.9,0,28
6,2019,12,07,2019-12-07,32.0,23.4,1029.0,10.0,12.0,999.9,39.0,25.0,0.0,999.9,0,38
7,2019,12,08,2019-12-08,39.9,31.4,1017.0,9.1,15.0,31.1,48.2,35.1,0.0,999.9,0,32
1,2019,12,09,2019-12-09,47.2,43.9,1002.9,5.9,22.9,34.0,48.9,37.9,0.01,999.9,0,36
2,2019,12,10,2019-12-10,23.2,13.2,1017.8,9.8,21.0,32.1,37.9,15.1,0.01,999.9,0,32
3,2019,12,11,2019-12-11,19.2,8.3,1030.4,9.2,18.1,26.0,25.0,14.0,0.0,999.9,0,29
4,2019,12,12,2019-12-12,30.1,19.1,1028.4,9.4,18.1,33.0,46.0,19.9,0.0,999.9,0,42
5,2019,12,13,2019-12-13,39.7,27.6,1015.4,10.0,13.0,24.1,45.0,37.0,0.0,999.9,0,37
6,2019,12,14,2019-12-14,34.2,28.0,1008.2,8.8,15.0,22.0,41.0,30.0,0.0,999.9,0,38
7,2019,12,15,2019-12-15,24.8,15.1,1017.3,9.8,14.0,20.0,28.9,19.4,0.0,999.9,0,19
1,2019,12,16,2019-12-16,27.8,21.8,1022.4,7.6,9.9,999.9,30.9,24.8,0.0,999.9,0,25
2,2019,12,17,2019-12-17,26.6,18.9,1020.9,9.9,18.1,25.1,30.9,19.9,0.0,999.9,0,29
3,2019,12,18,2019-12-18,21.3,6.6,1024.6,9.9,15.0,21.0,28.9,12.9,0.0,999.9,0,21
4,2019,12,19,2019-12-19,24.3,9.6,1027.4,9.9,15.0,25.1,37.0,16.0,0.0,999.9,0,17
5,2019,12,20,2019-12-20,31.3,24.7,1030.3,6.9,7.0,999.9,41.0,24.1,0.0,999.9,0,33
6,2019,12,21,2019-12-21,39.0,28.5,1028.4,9.8,11.1,17.1,48.9,32.0,0.0,999.9,0,21
7,2019,12,22,2019-12-22,40.4,29.9,1024.9,10.0,11.1,18.1,53.1,32.0,0.0,999.9,0,35
1,2019,12,23,2019-12-23,42.8,31.8,1019.3,10.0,13.0,22.9,53.1,36.0,0.0,999.9,0,20
2,2019,12,24,2019-12-24,40.8,34.7,1018.3,6.8,11.1,21.0,55.0,28.0,0.0,999.9,1,21
3,2019,12,25,2019-12-25,48.8,40.0,1012.9,10.0,13.0,20.0,61.0,39.9,0.0,999.9,0,33
4,2019,12,26,2019-12-26,56.3,48.8,1013.0,10.0,14.0,21.0,62.1,51.1,0.0,999.9,0,30
5,2019,12,27,2019-12-27,38.3,32.1,1022.1,8.4,14.0,20.0,55.0,33.1,0.0,999.9,0,41
6,2019,12,28,2019-12-28,36.0,31.3,1023.5,6.3,11.1,999.9,46.0,30.0,0.0,999.9,0,23
7,2019,12,29,2019-12-29,54.3,50.9,1005.1,7.6,17.1,28.9,57.9,46.0,0.76,999.9,0,42
1,2019,12,30,2019-12-30,39.0,34.0,998.6,8.2,22.9,34.0,54.0,30.0,0.85,999.9,0,26
2,2019,12,31,2019-12-31,27.7,20.4,1006.2,7.1,26.0,42.9,30.9,26.1,0.01,1.2,0,19
